PathwayStep1	PathwayStep2	
PathwayStep10	PathwayStep11	
PathwayStep11	PathwayStep12	
PathwayStep15	PathwayStep16	
PathwayStep2	PathwayStep3	
PathwayStep20	PathwayStep21	
PathwayStep3	PathwayStep20	
PathwayStep3	PathwayStep6	
PathwayStep3	PathwayStep4	
PathwayStep3	PathwayStep8	
PathwayStep3	PathwayStep7	
PathwayStep3	PathwayStep5	
PathwayStep7	PathwayStep9	
PathwayStep9	PathwayStep18	
PathwayStep9	PathwayStep13	
PathwayStep9	PathwayStep15	
PathwayStep9	PathwayStep14	
PathwayStep9	PathwayStep12	
PathwayStep9	PathwayStep10	
