PathwayStep1	PathwayStep2	
PathwayStep11	PathwayStep12	
PathwayStep12	PathwayStep13	
PathwayStep14	PathwayStep15	
PathwayStep17	PathwayStep18	
PathwayStep2	PathwayStep3	
PathwayStep22	PathwayStep25	
PathwayStep23	PathwayStep25	
PathwayStep24	PathwayStep25	
PathwayStep26	PathwayStep5	
PathwayStep29	PathwayStep60	
PathwayStep29	PathwayStep61	
PathwayStep3	PathwayStep7	
PathwayStep30	PathwayStep60	
PathwayStep30	PathwayStep61	
PathwayStep31	PathwayStep60	
PathwayStep31	PathwayStep61	
PathwayStep32	PathwayStep60	
PathwayStep32	PathwayStep61	
PathwayStep33	PathwayStep60	
PathwayStep33	PathwayStep61	
PathwayStep35	PathwayStep60	
PathwayStep35	PathwayStep61	
PathwayStep36	PathwayStep60	
PathwayStep36	PathwayStep61	
PathwayStep37	PathwayStep60	
PathwayStep37	PathwayStep61	
PathwayStep39	PathwayStep60	
PathwayStep39	PathwayStep61	
PathwayStep40	PathwayStep60	
PathwayStep40	PathwayStep61	
PathwayStep41	PathwayStep60	
PathwayStep41	PathwayStep61	
PathwayStep42	PathwayStep60	
PathwayStep42	PathwayStep61	
PathwayStep43	PathwayStep60	
PathwayStep43	PathwayStep61	
PathwayStep44	PathwayStep60	
PathwayStep44	PathwayStep61	
PathwayStep45	PathwayStep60	
PathwayStep45	PathwayStep61	
PathwayStep46	PathwayStep60	
PathwayStep46	PathwayStep61	
PathwayStep47	PathwayStep60	
PathwayStep47	PathwayStep61	
PathwayStep48	PathwayStep60	
PathwayStep48	PathwayStep61	
PathwayStep49	PathwayStep60	
PathwayStep49	PathwayStep61	
PathwayStep5	PathwayStep6	
PathwayStep50	PathwayStep60	
PathwayStep50	PathwayStep61	
PathwayStep52	PathwayStep60	
PathwayStep52	PathwayStep61	
PathwayStep6	PathwayStep8	
PathwayStep7	PathwayStep9	
PathwayStep8	PathwayStep10	
