PathwayStep1	BiochemicalReaction1	
PathwayStep10	TemplateReaction5	
PathwayStep10	TemplateReactionRegulation9	
PathwayStep10	TemplateReactionRegulation10	
PathwayStep11	Pathway2	
PathwayStep2	BiochemicalReaction2	
PathwayStep3	BiochemicalReaction3	
PathwayStep3	Catalysis1	
PathwayStep4	BiochemicalReaction4	
PathwayStep4	Catalysis2	
PathwayStep5	BiochemicalReaction5	
PathwayStep6	TemplateReaction1	
PathwayStep6	TemplateReactionRegulation1	
PathwayStep6	TemplateReactionRegulation2	
PathwayStep6	TemplateReactionRegulation3	
PathwayStep7	TemplateReaction2	
PathwayStep7	TemplateReactionRegulation4	
PathwayStep7	TemplateReactionRegulation5	
PathwayStep7	TemplateReactionRegulation6	
PathwayStep8	TemplateReaction3	
PathwayStep8	TemplateReactionRegulation7	
PathwayStep9	TemplateReaction4	
PathwayStep9	TemplateReactionRegulation8	
