PathwayStep1	BiochemicalReaction1	
PathwayStep2	TemplateReaction1	
PathwayStep2	TemplateReactionRegulation1	
PathwayStep3	TemplateReaction2	
PathwayStep3	TemplateReactionRegulation2	
PathwayStep4	TemplateReaction3	
PathwayStep4	TemplateReactionRegulation3	
PathwayStep5	TemplateReaction4	
PathwayStep5	TemplateReactionRegulation4	
PathwayStep6	TemplateReaction5	
PathwayStep6	TemplateReactionRegulation5	
