PathwayStep1	PathwayStep2	
PathwayStep2	PathwayStep6	
PathwayStep3	PathwayStep4	
PathwayStep4	PathwayStep5	
PathwayStep5	PathwayStep14	
PathwayStep5	PathwayStep7	
PathwayStep5	PathwayStep11	
PathwayStep5	PathwayStep8	
PathwayStep5	PathwayStep13	
PathwayStep5	PathwayStep9	
PathwayStep5	PathwayStep12	
PathwayStep5	PathwayStep15	
PathwayStep5	PathwayStep10	
PathwayStep6	PathwayStep16	
