PathwayStep1	PathwayStep2	
PathwayStep10	PathwayStep11	
PathwayStep11	PathwayStep12	
PathwayStep2	PathwayStep3	
PathwayStep3	PathwayStep4	
PathwayStep4	PathwayStep16	
PathwayStep4	PathwayStep14	
PathwayStep4	PathwayStep15	
PathwayStep4	PathwayStep8	
PathwayStep4	PathwayStep13	
PathwayStep4	PathwayStep9	
PathwayStep4	PathwayStep10	
PathwayStep4	PathwayStep5	
PathwayStep5	PathwayStep6	
PathwayStep6	PathwayStep7	
