PathwayStep1	PathwayStep2	
PathwayStep11	PathwayStep16	
PathwayStep11	PathwayStep14	
PathwayStep11	PathwayStep15	
PathwayStep11	PathwayStep18	
PathwayStep11	PathwayStep13	
PathwayStep11	PathwayStep19	
PathwayStep11	PathwayStep17	
PathwayStep11	PathwayStep12	
PathwayStep2	PathwayStep3	
PathwayStep21	PathwayStep23	
PathwayStep21	PathwayStep25	
PathwayStep21	PathwayStep22	
PathwayStep21	PathwayStep24	
PathwayStep27	PathwayStep4	
PathwayStep3	PathwayStep4	
PathwayStep4	PathwayStep27	
PathwayStep4	PathwayStep7	
PathwayStep4	PathwayStep8	
PathwayStep4	PathwayStep5	
PathwayStep9	PathwayStep16	
PathwayStep9	PathwayStep14	
PathwayStep9	PathwayStep15	
PathwayStep9	PathwayStep18	
PathwayStep9	PathwayStep13	
PathwayStep9	PathwayStep19	
PathwayStep9	PathwayStep17	
PathwayStep9	PathwayStep12	
