PathwayStep23	PathwayStep26	
PathwayStep44	PathwayStep45	
PathwayStep45	PathwayStep47	
PathwayStep45	PathwayStep48	
PathwayStep45	PathwayStep49	
PathwayStep45	PathwayStep50	
PathwayStep45	PathwayStep46	
PathwayStep62	PathwayStep64	
PathwayStep62	PathwayStep63	
PathwayStep63	PathwayStep72	
PathwayStep63	PathwayStep71	
PathwayStep63	PathwayStep73	
PathwayStep63	PathwayStep65	
PathwayStep65	PathwayStep70	
PathwayStep65	PathwayStep68	
PathwayStep65	PathwayStep69	
PathwayStep65	PathwayStep66	
PathwayStep66	PathwayStep67	
