PathwayStep1	PathwayStep2	
PathwayStep11	PathwayStep13	
PathwayStep11	PathwayStep12	
PathwayStep12	PathwayStep14	
PathwayStep15	PathwayStep7	
PathwayStep15	PathwayStep8	
PathwayStep15	PathwayStep9	
PathwayStep16	PathwayStep7	
PathwayStep16	PathwayStep8	
PathwayStep16	PathwayStep9	
PathwayStep17	PathwayStep18	
PathwayStep18	PathwayStep15	
PathwayStep18	PathwayStep19	
PathwayStep18	PathwayStep16	
PathwayStep19	PathwayStep20	
PathwayStep2	PathwayStep3	
PathwayStep2	PathwayStep10	
PathwayStep2	PathwayStep11	
PathwayStep20	PathwayStep21	
PathwayStep3	PathwayStep4	
PathwayStep3	PathwayStep17	
PathwayStep4	PathwayStep5	
PathwayStep5	PathwayStep6	
PathwayStep6	PathwayStep15	
PathwayStep6	PathwayStep7	
PathwayStep6	PathwayStep8	
PathwayStep6	PathwayStep16	
PathwayStep6	PathwayStep9	
