PhysicalEntity1	antigenic substrate	cytosol	Reactome DB_ID: 983035	NA	
Protein491	MHC Class I	plasma membrane	Reactome DB_ID: 198889	Protein507	
Protein491	MHC Class I	plasma membrane	Reactome DB_ID: 198889	Protein508	
Protein491	MHC Class I	plasma membrane	Reactome DB_ID: 198889	Protein509	
Protein491	MHC Class I	plasma membrane	Reactome DB_ID: 198889	Protein510	
Protein491	MHC Class I	plasma membrane	Reactome DB_ID: 198889	Protein511	
Protein491	MHC Class I	plasma membrane	Reactome DB_ID: 198889	Protein512	
Protein491	MHC Class I	plasma membrane	Reactome DB_ID: 198889	Protein513	
Protein491	MHC Class I	plasma membrane	Reactome DB_ID: 198889	Protein514	
Protein491	MHC Class I	plasma membrane	Reactome DB_ID: 198889	Protein515	
Protein491	MHC Class I	plasma membrane	Reactome DB_ID: 198889	Protein516	
Protein491	MHC Class I	plasma membrane	Reactome DB_ID: 198889	Protein517	
Protein491	MHC Class I	plasma membrane	Reactome DB_ID: 198889	Protein518	
Protein491	MHC Class I	plasma membrane	Reactome DB_ID: 198889	Protein519	
Protein491	MHC Class I	plasma membrane	Reactome DB_ID: 198889	Protein520	
Protein491	MHC Class I	plasma membrane	Reactome DB_ID: 198889	Protein521	
Protein491	MHC Class I	plasma membrane	Reactome DB_ID: 198889	Protein522	
Protein491	MHC Class I	plasma membrane	Reactome DB_ID: 198889	Protein523	
Protein491	MHC Class I	plasma membrane	Reactome DB_ID: 198889	Protein524	
Protein491	MHC Class I	plasma membrane	Reactome DB_ID: 198889	Protein525	
Protein491	MHC Class I	plasma membrane	Reactome DB_ID: 198889	Protein526	
Protein491	MHC Class I	plasma membrane	Reactome DB_ID: 198889	Protein527	
Protein491	MHC Class I	plasma membrane	Reactome DB_ID: 198889	Protein528	
Protein491	MHC Class I	plasma membrane	Reactome DB_ID: 198889	Protein529	
Protein491	MHC Class I	plasma membrane	Reactome DB_ID: 198889	Protein530	
Protein491	MHC Class I	plasma membrane	Reactome DB_ID: 198889	Protein531	
Protein491	MHC Class I	plasma membrane	Reactome DB_ID: 198889	Protein532	
Protein491	MHC Class I	plasma membrane	Reactome DB_ID: 198889	Protein533	
Protein491	MHC Class I	plasma membrane	Reactome DB_ID: 198889	Protein534	
Protein491	MHC Class I	plasma membrane	Reactome DB_ID: 198889	Protein535	
Protein491	MHC Class I	plasma membrane	Reactome DB_ID: 198889	Protein536	
Protein491	MHC Class I	plasma membrane	Reactome DB_ID: 198889	Protein537	
Protein491	MHC Class I	plasma membrane	Reactome DB_ID: 198889	Protein538	
Protein491	MHC Class I	plasma membrane	Reactome DB_ID: 198889	Protein539	
Protein491	MHC Class I	plasma membrane	Reactome DB_ID: 198889	Protein540	
Protein491	MHC Class I	plasma membrane	Reactome DB_ID: 198889	Protein541	
Protein491	MHC Class I	plasma membrane	Reactome DB_ID: 198889	Protein542	
Protein491	MHC Class I	plasma membrane	Reactome DB_ID: 198889	Protein543	
Protein491	MHC Class I	plasma membrane	Reactome DB_ID: 198889	Protein544	
Protein491	MHC Class I	plasma membrane	Reactome DB_ID: 198889	Protein545	
Protein491	MHC Class I	plasma membrane	Reactome DB_ID: 198889	Protein546	
Protein491	MHC Class I	plasma membrane	Reactome DB_ID: 198889	Protein547	
Protein491	MHC Class I	plasma membrane	Reactome DB_ID: 198889	Protein548	
Protein491	MHC Class I	plasma membrane	Reactome DB_ID: 198889	Protein549	
Protein491	MHC Class I	plasma membrane	Reactome DB_ID: 198889	Protein550	
Protein491	MHC Class I	plasma membrane	Reactome DB_ID: 198889	Protein551	
Protein491	MHC Class I	plasma membrane	Reactome DB_ID: 198889	Protein552	
Protein491	MHC Class I	plasma membrane	Reactome DB_ID: 198889	Protein553	
Protein491	MHC Class I	plasma membrane	Reactome DB_ID: 198889	Protein554	
Protein491	MHC Class I	plasma membrane	Reactome DB_ID: 198889	Protein555	
Protein491	MHC Class I	plasma membrane	Reactome DB_ID: 198889	Protein556	
Protein491	MHC Class I	plasma membrane	Reactome DB_ID: 198889	Protein557	
Protein491	MHC Class I	plasma membrane	Reactome DB_ID: 198889	Protein558	
Protein491	MHC Class I	plasma membrane	Reactome DB_ID: 198889	Protein559	
Protein491	MHC Class I	plasma membrane	Reactome DB_ID: 198889	Protein560	
Protein491	MHC Class I	plasma membrane	Reactome DB_ID: 198889	Protein561	
Protein491	MHC Class I	plasma membrane	Reactome DB_ID: 198889	Protein562	
Protein491	MHC Class I	plasma membrane	Reactome DB_ID: 198889	Protein563	
Protein576	SEC61 alpha	phagocytic vesicle membrane	Reactome DB_ID: 1236910	Protein577	
Protein576	SEC61 alpha	phagocytic vesicle membrane	Reactome DB_ID: 1236910	Protein578	
Protein584	Class I MHC heavy chain (MHC HC)	phagocytic vesicle membrane	Reactome DB_ID: 1236902	Protein585	
Protein584	Class I MHC heavy chain (MHC HC)	phagocytic vesicle membrane	Reactome DB_ID: 1236902	Protein586	
Protein584	Class I MHC heavy chain (MHC HC)	phagocytic vesicle membrane	Reactome DB_ID: 1236902	Protein587	
Protein584	Class I MHC heavy chain (MHC HC)	phagocytic vesicle membrane	Reactome DB_ID: 1236902	Protein588	
Protein584	Class I MHC heavy chain (MHC HC)	phagocytic vesicle membrane	Reactome DB_ID: 1236902	Protein589	
Protein584	Class I MHC heavy chain (MHC HC)	phagocytic vesicle membrane	Reactome DB_ID: 1236902	Protein590	
Protein584	Class I MHC heavy chain (MHC HC)	phagocytic vesicle membrane	Reactome DB_ID: 1236902	Protein591	
Protein584	Class I MHC heavy chain (MHC HC)	phagocytic vesicle membrane	Reactome DB_ID: 1236902	Protein592	
Protein584	Class I MHC heavy chain (MHC HC)	phagocytic vesicle membrane	Reactome DB_ID: 1236902	Protein593	
Protein584	Class I MHC heavy chain (MHC HC)	phagocytic vesicle membrane	Reactome DB_ID: 1236902	Protein594	
Protein584	Class I MHC heavy chain (MHC HC)	phagocytic vesicle membrane	Reactome DB_ID: 1236902	Protein595	
Protein584	Class I MHC heavy chain (MHC HC)	phagocytic vesicle membrane	Reactome DB_ID: 1236902	Protein596	
Protein584	Class I MHC heavy chain (MHC HC)	phagocytic vesicle membrane	Reactome DB_ID: 1236902	Protein597	
Protein584	Class I MHC heavy chain (MHC HC)	phagocytic vesicle membrane	Reactome DB_ID: 1236902	Protein598	
Protein584	Class I MHC heavy chain (MHC HC)	phagocytic vesicle membrane	Reactome DB_ID: 1236902	Protein599	
Protein584	Class I MHC heavy chain (MHC HC)	phagocytic vesicle membrane	Reactome DB_ID: 1236902	Protein600	
Protein584	Class I MHC heavy chain (MHC HC)	phagocytic vesicle membrane	Reactome DB_ID: 1236902	Protein601	
Protein584	Class I MHC heavy chain (MHC HC)	phagocytic vesicle membrane	Reactome DB_ID: 1236902	Protein602	
Protein584	Class I MHC heavy chain (MHC HC)	phagocytic vesicle membrane	Reactome DB_ID: 1236902	Protein603	
Protein584	Class I MHC heavy chain (MHC HC)	phagocytic vesicle membrane	Reactome DB_ID: 1236902	Protein604	
Protein584	Class I MHC heavy chain (MHC HC)	phagocytic vesicle membrane	Reactome DB_ID: 1236902	Protein605	
Protein584	Class I MHC heavy chain (MHC HC)	phagocytic vesicle membrane	Reactome DB_ID: 1236902	Protein606	
Protein584	Class I MHC heavy chain (MHC HC)	phagocytic vesicle membrane	Reactome DB_ID: 1236902	Protein607	
Protein584	Class I MHC heavy chain (MHC HC)	phagocytic vesicle membrane	Reactome DB_ID: 1236902	Protein608	
Protein584	Class I MHC heavy chain (MHC HC)	phagocytic vesicle membrane	Reactome DB_ID: 1236902	Protein609	
Protein584	Class I MHC heavy chain (MHC HC)	phagocytic vesicle membrane	Reactome DB_ID: 1236902	Protein610	
Protein584	Class I MHC heavy chain (MHC HC)	phagocytic vesicle membrane	Reactome DB_ID: 1236902	Protein611	
Protein584	Class I MHC heavy chain (MHC HC)	phagocytic vesicle membrane	Reactome DB_ID: 1236902	Protein612	
Protein584	Class I MHC heavy chain (MHC HC)	phagocytic vesicle membrane	Reactome DB_ID: 1236902	Protein613	
Protein584	Class I MHC heavy chain (MHC HC)	phagocytic vesicle membrane	Reactome DB_ID: 1236902	Protein614	
Protein584	Class I MHC heavy chain (MHC HC)	phagocytic vesicle membrane	Reactome DB_ID: 1236902	Protein615	
Protein584	Class I MHC heavy chain (MHC HC)	phagocytic vesicle membrane	Reactome DB_ID: 1236902	Protein616	
Protein584	Class I MHC heavy chain (MHC HC)	phagocytic vesicle membrane	Reactome DB_ID: 1236902	Protein617	
Protein584	Class I MHC heavy chain (MHC HC)	phagocytic vesicle membrane	Reactome DB_ID: 1236902	Protein618	
Protein584	Class I MHC heavy chain (MHC HC)	phagocytic vesicle membrane	Reactome DB_ID: 1236902	Protein619	
Protein584	Class I MHC heavy chain (MHC HC)	phagocytic vesicle membrane	Reactome DB_ID: 1236902	Protein620	
Protein584	Class I MHC heavy chain (MHC HC)	phagocytic vesicle membrane	Reactome DB_ID: 1236902	Protein621	
Protein584	Class I MHC heavy chain (MHC HC)	phagocytic vesicle membrane	Reactome DB_ID: 1236902	Protein622	
Protein584	Class I MHC heavy chain (MHC HC)	phagocytic vesicle membrane	Reactome DB_ID: 1236902	Protein623	
Protein584	Class I MHC heavy chain (MHC HC)	phagocytic vesicle membrane	Reactome DB_ID: 1236902	Protein624	
Protein584	Class I MHC heavy chain (MHC HC)	phagocytic vesicle membrane	Reactome DB_ID: 1236902	Protein625	
Protein584	Class I MHC heavy chain (MHC HC)	phagocytic vesicle membrane	Reactome DB_ID: 1236902	Protein626	
Protein584	Class I MHC heavy chain (MHC HC)	phagocytic vesicle membrane	Reactome DB_ID: 1236902	Protein627	
Protein584	Class I MHC heavy chain (MHC HC)	phagocytic vesicle membrane	Reactome DB_ID: 1236902	Protein628	
Protein584	Class I MHC heavy chain (MHC HC)	phagocytic vesicle membrane	Reactome DB_ID: 1236902	Protein629	
Protein584	Class I MHC heavy chain (MHC HC)	phagocytic vesicle membrane	Reactome DB_ID: 1236902	Protein630	
Protein584	Class I MHC heavy chain (MHC HC)	phagocytic vesicle membrane	Reactome DB_ID: 1236902	Protein631	
Protein584	Class I MHC heavy chain (MHC HC)	phagocytic vesicle membrane	Reactome DB_ID: 1236902	Protein632	
Protein584	Class I MHC heavy chain (MHC HC)	phagocytic vesicle membrane	Reactome DB_ID: 1236902	Protein633	
Protein584	Class I MHC heavy chain (MHC HC)	phagocytic vesicle membrane	Reactome DB_ID: 1236902	Protein634	
Protein584	Class I MHC heavy chain (MHC HC)	phagocytic vesicle membrane	Reactome DB_ID: 1236902	Protein635	
Protein584	Class I MHC heavy chain (MHC HC)	phagocytic vesicle membrane	Reactome DB_ID: 1236902	Protein636	
Protein584	Class I MHC heavy chain (MHC HC)	phagocytic vesicle membrane	Reactome DB_ID: 1236902	Protein637	
Protein584	Class I MHC heavy chain (MHC HC)	phagocytic vesicle membrane	Reactome DB_ID: 1236902	Protein638	
Protein584	Class I MHC heavy chain (MHC HC)	phagocytic vesicle membrane	Reactome DB_ID: 1236902	Protein639	
Protein584	Class I MHC heavy chain (MHC HC)	phagocytic vesicle membrane	Reactome DB_ID: 1236902	Protein640	
Protein584	Class I MHC heavy chain (MHC HC)	phagocytic vesicle membrane	Reactome DB_ID: 1236902	Protein641	
Protein584	Class I MHC heavy chain (MHC HC)	phagocytic vesicle membrane	Reactome DB_ID: 1236902	Protein642	
Protein584	Class I MHC heavy chain (MHC HC)	phagocytic vesicle membrane	Reactome DB_ID: 1236902	Protein643	
Protein584	Class I MHC heavy chain (MHC HC)	phagocytic vesicle membrane	Reactome DB_ID: 1236902	Protein644	
Protein584	Class I MHC heavy chain (MHC HC)	phagocytic vesicle membrane	Reactome DB_ID: 1236902	Protein645	
Protein584	Class I MHC heavy chain (MHC HC)	phagocytic vesicle membrane	Reactome DB_ID: 1236902	Protein646	
Protein584	Class I MHC heavy chain (MHC HC)	phagocytic vesicle membrane	Reactome DB_ID: 1236902	Protein647	
Protein584	Class I MHC heavy chain (MHC HC)	phagocytic vesicle membrane	Reactome DB_ID: 1236902	Protein648	
Protein584	Class I MHC heavy chain (MHC HC)	phagocytic vesicle membrane	Reactome DB_ID: 1236902	Protein649	
Protein584	Class I MHC heavy chain (MHC HC)	phagocytic vesicle membrane	Reactome DB_ID: 1236902	Protein650	
Protein584	Class I MHC heavy chain (MHC HC)	phagocytic vesicle membrane	Reactome DB_ID: 1236902	Protein651	
Protein584	Class I MHC heavy chain (MHC HC)	phagocytic vesicle membrane	Reactome DB_ID: 1236902	Protein652	
Protein584	Class I MHC heavy chain (MHC HC)	phagocytic vesicle membrane	Reactome DB_ID: 1236902	Protein653	
Protein584	Class I MHC heavy chain (MHC HC)	phagocytic vesicle membrane	Reactome DB_ID: 1236902	Protein654	
Protein584	Class I MHC heavy chain (MHC HC)	phagocytic vesicle membrane	Reactome DB_ID: 1236902	Protein655	
Protein584	Class I MHC heavy chain (MHC HC)	phagocytic vesicle membrane	Reactome DB_ID: 1236902	Protein656	
Protein660	CTSS-like proteins	early endosome lumen	Reactome DB_ID: 4127472	Protein661	
Protein660	CTSS-like proteins	early endosome lumen	Reactome DB_ID: 4127472	Protein662	
Protein660	CTSS-like proteins	early endosome lumen	Reactome DB_ID: 4127472	Protein663	
Protein664	Class I MHC heavy chain (MHC HC)	early endosome membrane	Reactome DB_ID: 1236901	Protein665	
Protein664	Class I MHC heavy chain (MHC HC)	early endosome membrane	Reactome DB_ID: 1236901	Protein666	
Protein664	Class I MHC heavy chain (MHC HC)	early endosome membrane	Reactome DB_ID: 1236901	Protein667	
Protein664	Class I MHC heavy chain (MHC HC)	early endosome membrane	Reactome DB_ID: 1236901	Protein668	
Protein664	Class I MHC heavy chain (MHC HC)	early endosome membrane	Reactome DB_ID: 1236901	Protein669	
Protein664	Class I MHC heavy chain (MHC HC)	early endosome membrane	Reactome DB_ID: 1236901	Protein670	
Protein664	Class I MHC heavy chain (MHC HC)	early endosome membrane	Reactome DB_ID: 1236901	Protein671	
Protein664	Class I MHC heavy chain (MHC HC)	early endosome membrane	Reactome DB_ID: 1236901	Protein672	
Protein664	Class I MHC heavy chain (MHC HC)	early endosome membrane	Reactome DB_ID: 1236901	Protein673	
Protein664	Class I MHC heavy chain (MHC HC)	early endosome membrane	Reactome DB_ID: 1236901	Protein674	
Protein664	Class I MHC heavy chain (MHC HC)	early endosome membrane	Reactome DB_ID: 1236901	Protein675	
Protein664	Class I MHC heavy chain (MHC HC)	early endosome membrane	Reactome DB_ID: 1236901	Protein676	
Protein664	Class I MHC heavy chain (MHC HC)	early endosome membrane	Reactome DB_ID: 1236901	Protein677	
Protein664	Class I MHC heavy chain (MHC HC)	early endosome membrane	Reactome DB_ID: 1236901	Protein678	
Protein664	Class I MHC heavy chain (MHC HC)	early endosome membrane	Reactome DB_ID: 1236901	Protein679	
Protein664	Class I MHC heavy chain (MHC HC)	early endosome membrane	Reactome DB_ID: 1236901	Protein680	
Protein664	Class I MHC heavy chain (MHC HC)	early endosome membrane	Reactome DB_ID: 1236901	Protein681	
Protein664	Class I MHC heavy chain (MHC HC)	early endosome membrane	Reactome DB_ID: 1236901	Protein682	
Protein664	Class I MHC heavy chain (MHC HC)	early endosome membrane	Reactome DB_ID: 1236901	Protein683	
Protein664	Class I MHC heavy chain (MHC HC)	early endosome membrane	Reactome DB_ID: 1236901	Protein684	
Protein664	Class I MHC heavy chain (MHC HC)	early endosome membrane	Reactome DB_ID: 1236901	Protein685	
Protein664	Class I MHC heavy chain (MHC HC)	early endosome membrane	Reactome DB_ID: 1236901	Protein686	
Protein664	Class I MHC heavy chain (MHC HC)	early endosome membrane	Reactome DB_ID: 1236901	Protein687	
Protein664	Class I MHC heavy chain (MHC HC)	early endosome membrane	Reactome DB_ID: 1236901	Protein688	
Protein664	Class I MHC heavy chain (MHC HC)	early endosome membrane	Reactome DB_ID: 1236901	Protein689	
Protein664	Class I MHC heavy chain (MHC HC)	early endosome membrane	Reactome DB_ID: 1236901	Protein690	
Protein664	Class I MHC heavy chain (MHC HC)	early endosome membrane	Reactome DB_ID: 1236901	Protein691	
Protein664	Class I MHC heavy chain (MHC HC)	early endosome membrane	Reactome DB_ID: 1236901	Protein692	
Protein664	Class I MHC heavy chain (MHC HC)	early endosome membrane	Reactome DB_ID: 1236901	Protein693	
Protein664	Class I MHC heavy chain (MHC HC)	early endosome membrane	Reactome DB_ID: 1236901	Protein694	
Protein664	Class I MHC heavy chain (MHC HC)	early endosome membrane	Reactome DB_ID: 1236901	Protein695	
Protein664	Class I MHC heavy chain (MHC HC)	early endosome membrane	Reactome DB_ID: 1236901	Protein696	
Protein664	Class I MHC heavy chain (MHC HC)	early endosome membrane	Reactome DB_ID: 1236901	Protein697	
Protein664	Class I MHC heavy chain (MHC HC)	early endosome membrane	Reactome DB_ID: 1236901	Protein698	
Protein664	Class I MHC heavy chain (MHC HC)	early endosome membrane	Reactome DB_ID: 1236901	Protein699	
Protein664	Class I MHC heavy chain (MHC HC)	early endosome membrane	Reactome DB_ID: 1236901	Protein700	
Protein664	Class I MHC heavy chain (MHC HC)	early endosome membrane	Reactome DB_ID: 1236901	Protein701	
Protein664	Class I MHC heavy chain (MHC HC)	early endosome membrane	Reactome DB_ID: 1236901	Protein702	
Protein664	Class I MHC heavy chain (MHC HC)	early endosome membrane	Reactome DB_ID: 1236901	Protein703	
Protein664	Class I MHC heavy chain (MHC HC)	early endosome membrane	Reactome DB_ID: 1236901	Protein704	
Protein664	Class I MHC heavy chain (MHC HC)	early endosome membrane	Reactome DB_ID: 1236901	Protein705	
Protein664	Class I MHC heavy chain (MHC HC)	early endosome membrane	Reactome DB_ID: 1236901	Protein706	
Protein664	Class I MHC heavy chain (MHC HC)	early endosome membrane	Reactome DB_ID: 1236901	Protein707	
Protein664	Class I MHC heavy chain (MHC HC)	early endosome membrane	Reactome DB_ID: 1236901	Protein708	
Protein664	Class I MHC heavy chain (MHC HC)	early endosome membrane	Reactome DB_ID: 1236901	Protein709	
Protein664	Class I MHC heavy chain (MHC HC)	early endosome membrane	Reactome DB_ID: 1236901	Protein710	
Protein664	Class I MHC heavy chain (MHC HC)	early endosome membrane	Reactome DB_ID: 1236901	Protein711	
Protein664	Class I MHC heavy chain (MHC HC)	early endosome membrane	Reactome DB_ID: 1236901	Protein712	
Protein664	Class I MHC heavy chain (MHC HC)	early endosome membrane	Reactome DB_ID: 1236901	Protein713	
Protein664	Class I MHC heavy chain (MHC HC)	early endosome membrane	Reactome DB_ID: 1236901	Protein714	
Protein664	Class I MHC heavy chain (MHC HC)	early endosome membrane	Reactome DB_ID: 1236901	Protein715	
Protein664	Class I MHC heavy chain (MHC HC)	early endosome membrane	Reactome DB_ID: 1236901	Protein716	
Protein664	Class I MHC heavy chain (MHC HC)	early endosome membrane	Reactome DB_ID: 1236901	Protein717	
Protein664	Class I MHC heavy chain (MHC HC)	early endosome membrane	Reactome DB_ID: 1236901	Protein718	
Protein664	Class I MHC heavy chain (MHC HC)	early endosome membrane	Reactome DB_ID: 1236901	Protein719	
Protein664	Class I MHC heavy chain (MHC HC)	early endosome membrane	Reactome DB_ID: 1236901	Protein720	
Protein664	Class I MHC heavy chain (MHC HC)	early endosome membrane	Reactome DB_ID: 1236901	Protein721	
Protein664	Class I MHC heavy chain (MHC HC)	early endosome membrane	Reactome DB_ID: 1236901	Protein722	
Protein664	Class I MHC heavy chain (MHC HC)	early endosome membrane	Reactome DB_ID: 1236901	Protein723	
Protein664	Class I MHC heavy chain (MHC HC)	early endosome membrane	Reactome DB_ID: 1236901	Protein724	
Protein664	Class I MHC heavy chain (MHC HC)	early endosome membrane	Reactome DB_ID: 1236901	Protein725	
Protein664	Class I MHC heavy chain (MHC HC)	early endosome membrane	Reactome DB_ID: 1236901	Protein726	
Protein664	Class I MHC heavy chain (MHC HC)	early endosome membrane	Reactome DB_ID: 1236901	Protein727	
Protein664	Class I MHC heavy chain (MHC HC)	early endosome membrane	Reactome DB_ID: 1236901	Protein728	
Protein664	Class I MHC heavy chain (MHC HC)	early endosome membrane	Reactome DB_ID: 1236901	Protein729	
Protein664	Class I MHC heavy chain (MHC HC)	early endosome membrane	Reactome DB_ID: 1236901	Protein730	
Protein664	Class I MHC heavy chain (MHC HC)	early endosome membrane	Reactome DB_ID: 1236901	Protein731	
Protein664	Class I MHC heavy chain (MHC HC)	early endosome membrane	Reactome DB_ID: 1236901	Protein732	
Protein664	Class I MHC heavy chain (MHC HC)	early endosome membrane	Reactome DB_ID: 1236901	Protein733	
Protein664	Class I MHC heavy chain (MHC HC)	early endosome membrane	Reactome DB_ID: 1236901	Protein734	
Protein664	Class I MHC heavy chain (MHC HC)	early endosome membrane	Reactome DB_ID: 1236901	Protein735	
Protein664	Class I MHC heavy chain (MHC HC)	early endosome membrane	Reactome DB_ID: 1236901	Protein736	
Protein740	FCGRA	plasma membrane	Reactome DB_ID: 1031694	Protein741	
Protein740	FCGRA	plasma membrane	Reactome DB_ID: 1031694	Protein742	
Protein746	FCGR	clathrin-coated endocytic vesicle membrane	Reactome DB_ID: 1236905	Protein747	
Protein746	FCGR	clathrin-coated endocytic vesicle membrane	Reactome DB_ID: 1236905	Protein748	
Protein752	FCGR	early endosome membrane	Reactome DB_ID: 1236898	Protein753	
Protein752	FCGR	early endosome membrane	Reactome DB_ID: 1236898	Protein754	
Protein99	F-box proteins	cytosol	Reactome DB_ID: 976085	Protein100	
Protein99	F-box proteins	cytosol	Reactome DB_ID: 976085	Protein101	
Protein99	F-box proteins	cytosol	Reactome DB_ID: 976085	Protein102	
Protein99	F-box proteins	cytosol	Reactome DB_ID: 976085	Protein103	
Protein99	F-box proteins	cytosol	Reactome DB_ID: 976085	Protein104	
Protein99	F-box proteins	cytosol	Reactome DB_ID: 976085	Protein105	
Protein99	F-box proteins	cytosol	Reactome DB_ID: 976085	Protein106	
Protein99	F-box proteins	cytosol	Reactome DB_ID: 976085	Protein107	
SmallMolecule30	L-Amino Acids	endoplasmic reticulum lumen	Reactome DB_ID: 983135	SmallMolecule31	
SmallMolecule30	L-Amino Acids	endoplasmic reticulum lumen	Reactome DB_ID: 983135	SmallMolecule32	
SmallMolecule30	L-Amino Acids	endoplasmic reticulum lumen	Reactome DB_ID: 983135	SmallMolecule33	
SmallMolecule30	L-Amino Acids	endoplasmic reticulum lumen	Reactome DB_ID: 983135	SmallMolecule34	
SmallMolecule30	L-Amino Acids	endoplasmic reticulum lumen	Reactome DB_ID: 983135	SmallMolecule35	
SmallMolecule30	L-Amino Acids	endoplasmic reticulum lumen	Reactome DB_ID: 983135	SmallMolecule36	
SmallMolecule30	L-Amino Acids	endoplasmic reticulum lumen	Reactome DB_ID: 983135	SmallMolecule37	
SmallMolecule30	L-Amino Acids	endoplasmic reticulum lumen	Reactome DB_ID: 983135	SmallMolecule38	
SmallMolecule30	L-Amino Acids	endoplasmic reticulum lumen	Reactome DB_ID: 983135	SmallMolecule39	
SmallMolecule30	L-Amino Acids	endoplasmic reticulum lumen	Reactome DB_ID: 983135	SmallMolecule40	
SmallMolecule30	L-Amino Acids	endoplasmic reticulum lumen	Reactome DB_ID: 983135	SmallMolecule41	
SmallMolecule30	L-Amino Acids	endoplasmic reticulum lumen	Reactome DB_ID: 983135	SmallMolecule42	
SmallMolecule30	L-Amino Acids	endoplasmic reticulum lumen	Reactome DB_ID: 983135	SmallMolecule43	
SmallMolecule30	L-Amino Acids	endoplasmic reticulum lumen	Reactome DB_ID: 983135	SmallMolecule44	
SmallMolecule30	L-Amino Acids	endoplasmic reticulum lumen	Reactome DB_ID: 983135	SmallMolecule45	
SmallMolecule30	L-Amino Acids	endoplasmic reticulum lumen	Reactome DB_ID: 983135	SmallMolecule46	
SmallMolecule30	L-Amino Acids	endoplasmic reticulum lumen	Reactome DB_ID: 983135	SmallMolecule47	
SmallMolecule30	L-Amino Acids	endoplasmic reticulum lumen	Reactome DB_ID: 983135	SmallMolecule48	
SmallMolecule30	L-Amino Acids	endoplasmic reticulum lumen	Reactome DB_ID: 983135	SmallMolecule49	
SmallMolecule30	L-Amino Acids	endoplasmic reticulum lumen	Reactome DB_ID: 983135	SmallMolecule50	
SmallMolecule5	L-Amino Acids	cytosol	Reactome DB_ID: 400144	SmallMolecule6	
SmallMolecule5	L-Amino Acids	cytosol	Reactome DB_ID: 400144	SmallMolecule7	
SmallMolecule5	L-Amino Acids	cytosol	Reactome DB_ID: 400144	SmallMolecule8	
SmallMolecule5	L-Amino Acids	cytosol	Reactome DB_ID: 400144	SmallMolecule9	
SmallMolecule5	L-Amino Acids	cytosol	Reactome DB_ID: 400144	SmallMolecule10	
SmallMolecule5	L-Amino Acids	cytosol	Reactome DB_ID: 400144	SmallMolecule11	
SmallMolecule5	L-Amino Acids	cytosol	Reactome DB_ID: 400144	SmallMolecule12	
SmallMolecule5	L-Amino Acids	cytosol	Reactome DB_ID: 400144	SmallMolecule13	
SmallMolecule5	L-Amino Acids	cytosol	Reactome DB_ID: 400144	SmallMolecule14	
SmallMolecule5	L-Amino Acids	cytosol	Reactome DB_ID: 400144	SmallMolecule15	
SmallMolecule5	L-Amino Acids	cytosol	Reactome DB_ID: 400144	SmallMolecule16	
SmallMolecule5	L-Amino Acids	cytosol	Reactome DB_ID: 400144	SmallMolecule17	
SmallMolecule5	L-Amino Acids	cytosol	Reactome DB_ID: 400144	SmallMolecule18	
SmallMolecule5	L-Amino Acids	cytosol	Reactome DB_ID: 400144	SmallMolecule19	
SmallMolecule5	L-Amino Acids	cytosol	Reactome DB_ID: 400144	SmallMolecule20	
SmallMolecule5	L-Amino Acids	cytosol	Reactome DB_ID: 400144	SmallMolecule21	
SmallMolecule5	L-Amino Acids	cytosol	Reactome DB_ID: 400144	SmallMolecule22	
SmallMolecule5	L-Amino Acids	cytosol	Reactome DB_ID: 400144	SmallMolecule23	
SmallMolecule5	L-Amino Acids	cytosol	Reactome DB_ID: 400144	SmallMolecule24	
SmallMolecule5	L-Amino Acids	cytosol	Reactome DB_ID: 400144	SmallMolecule25	
SmallMolecule61	L-Amino Acids	early endosome lumen	Reactome DB_ID: 1225821	SmallMolecule62	
SmallMolecule61	L-Amino Acids	early endosome lumen	Reactome DB_ID: 1225821	SmallMolecule63	
SmallMolecule61	L-Amino Acids	early endosome lumen	Reactome DB_ID: 1225821	SmallMolecule64	
SmallMolecule61	L-Amino Acids	early endosome lumen	Reactome DB_ID: 1225821	SmallMolecule65	
SmallMolecule61	L-Amino Acids	early endosome lumen	Reactome DB_ID: 1225821	SmallMolecule66	
SmallMolecule61	L-Amino Acids	early endosome lumen	Reactome DB_ID: 1225821	SmallMolecule67	
SmallMolecule61	L-Amino Acids	early endosome lumen	Reactome DB_ID: 1225821	SmallMolecule68	
SmallMolecule61	L-Amino Acids	early endosome lumen	Reactome DB_ID: 1225821	SmallMolecule69	
SmallMolecule61	L-Amino Acids	early endosome lumen	Reactome DB_ID: 1225821	SmallMolecule70	
SmallMolecule61	L-Amino Acids	early endosome lumen	Reactome DB_ID: 1225821	SmallMolecule71	
SmallMolecule61	L-Amino Acids	early endosome lumen	Reactome DB_ID: 1225821	SmallMolecule72	
SmallMolecule61	L-Amino Acids	early endosome lumen	Reactome DB_ID: 1225821	SmallMolecule73	
SmallMolecule61	L-Amino Acids	early endosome lumen	Reactome DB_ID: 1225821	SmallMolecule74	
SmallMolecule61	L-Amino Acids	early endosome lumen	Reactome DB_ID: 1225821	SmallMolecule75	
SmallMolecule61	L-Amino Acids	early endosome lumen	Reactome DB_ID: 1225821	SmallMolecule76	
SmallMolecule61	L-Amino Acids	early endosome lumen	Reactome DB_ID: 1225821	SmallMolecule77	
SmallMolecule61	L-Amino Acids	early endosome lumen	Reactome DB_ID: 1225821	SmallMolecule78	
