PhysicalEntity1	antigenic substrate	cytosol	Reactome DB_ID: 983035	NA	
Protein231	Class I MHC heavy chain (MHC HC)	integral to lumenal side of endoplasmic reticulum membrane	Reactome DB_ID: 983117	Protein237	
Protein231	Class I MHC heavy chain (MHC HC)	integral to lumenal side of endoplasmic reticulum membrane	Reactome DB_ID: 983117	Protein238	
Protein231	Class I MHC heavy chain (MHC HC)	integral to lumenal side of endoplasmic reticulum membrane	Reactome DB_ID: 983117	Protein239	
Protein231	Class I MHC heavy chain (MHC HC)	integral to lumenal side of endoplasmic reticulum membrane	Reactome DB_ID: 983117	Protein240	
Protein231	Class I MHC heavy chain (MHC HC)	integral to lumenal side of endoplasmic reticulum membrane	Reactome DB_ID: 983117	Protein241	
Protein231	Class I MHC heavy chain (MHC HC)	integral to lumenal side of endoplasmic reticulum membrane	Reactome DB_ID: 983117	Protein242	
Protein231	Class I MHC heavy chain (MHC HC)	integral to lumenal side of endoplasmic reticulum membrane	Reactome DB_ID: 983117	Protein243	
Protein231	Class I MHC heavy chain (MHC HC)	integral to lumenal side of endoplasmic reticulum membrane	Reactome DB_ID: 983117	Protein244	
Protein231	Class I MHC heavy chain (MHC HC)	integral to lumenal side of endoplasmic reticulum membrane	Reactome DB_ID: 983117	Protein245	
Protein231	Class I MHC heavy chain (MHC HC)	integral to lumenal side of endoplasmic reticulum membrane	Reactome DB_ID: 983117	Protein246	
Protein231	Class I MHC heavy chain (MHC HC)	integral to lumenal side of endoplasmic reticulum membrane	Reactome DB_ID: 983117	Protein247	
Protein231	Class I MHC heavy chain (MHC HC)	integral to lumenal side of endoplasmic reticulum membrane	Reactome DB_ID: 983117	Protein248	
Protein231	Class I MHC heavy chain (MHC HC)	integral to lumenal side of endoplasmic reticulum membrane	Reactome DB_ID: 983117	Protein249	
Protein231	Class I MHC heavy chain (MHC HC)	integral to lumenal side of endoplasmic reticulum membrane	Reactome DB_ID: 983117	Protein250	
Protein231	Class I MHC heavy chain (MHC HC)	integral to lumenal side of endoplasmic reticulum membrane	Reactome DB_ID: 983117	Protein251	
Protein231	Class I MHC heavy chain (MHC HC)	integral to lumenal side of endoplasmic reticulum membrane	Reactome DB_ID: 983117	Protein252	
Protein231	Class I MHC heavy chain (MHC HC)	integral to lumenal side of endoplasmic reticulum membrane	Reactome DB_ID: 983117	Protein253	
Protein231	Class I MHC heavy chain (MHC HC)	integral to lumenal side of endoplasmic reticulum membrane	Reactome DB_ID: 983117	Protein254	
Protein231	Class I MHC heavy chain (MHC HC)	integral to lumenal side of endoplasmic reticulum membrane	Reactome DB_ID: 983117	Protein255	
Protein231	Class I MHC heavy chain (MHC HC)	integral to lumenal side of endoplasmic reticulum membrane	Reactome DB_ID: 983117	Protein256	
Protein231	Class I MHC heavy chain (MHC HC)	integral to lumenal side of endoplasmic reticulum membrane	Reactome DB_ID: 983117	Protein257	
Protein231	Class I MHC heavy chain (MHC HC)	integral to lumenal side of endoplasmic reticulum membrane	Reactome DB_ID: 983117	Protein258	
Protein231	Class I MHC heavy chain (MHC HC)	integral to lumenal side of endoplasmic reticulum membrane	Reactome DB_ID: 983117	Protein259	
Protein231	Class I MHC heavy chain (MHC HC)	integral to lumenal side of endoplasmic reticulum membrane	Reactome DB_ID: 983117	Protein260	
Protein231	Class I MHC heavy chain (MHC HC)	integral to lumenal side of endoplasmic reticulum membrane	Reactome DB_ID: 983117	Protein261	
Protein231	Class I MHC heavy chain (MHC HC)	integral to lumenal side of endoplasmic reticulum membrane	Reactome DB_ID: 983117	Protein262	
Protein231	Class I MHC heavy chain (MHC HC)	integral to lumenal side of endoplasmic reticulum membrane	Reactome DB_ID: 983117	Protein263	
Protein231	Class I MHC heavy chain (MHC HC)	integral to lumenal side of endoplasmic reticulum membrane	Reactome DB_ID: 983117	Protein264	
Protein231	Class I MHC heavy chain (MHC HC)	integral to lumenal side of endoplasmic reticulum membrane	Reactome DB_ID: 983117	Protein265	
Protein231	Class I MHC heavy chain (MHC HC)	integral to lumenal side of endoplasmic reticulum membrane	Reactome DB_ID: 983117	Protein266	
Protein231	Class I MHC heavy chain (MHC HC)	integral to lumenal side of endoplasmic reticulum membrane	Reactome DB_ID: 983117	Protein267	
Protein231	Class I MHC heavy chain (MHC HC)	integral to lumenal side of endoplasmic reticulum membrane	Reactome DB_ID: 983117	Protein268	
Protein231	Class I MHC heavy chain (MHC HC)	integral to lumenal side of endoplasmic reticulum membrane	Reactome DB_ID: 983117	Protein269	
Protein231	Class I MHC heavy chain (MHC HC)	integral to lumenal side of endoplasmic reticulum membrane	Reactome DB_ID: 983117	Protein270	
Protein231	Class I MHC heavy chain (MHC HC)	integral to lumenal side of endoplasmic reticulum membrane	Reactome DB_ID: 983117	Protein271	
Protein231	Class I MHC heavy chain (MHC HC)	integral to lumenal side of endoplasmic reticulum membrane	Reactome DB_ID: 983117	Protein272	
Protein231	Class I MHC heavy chain (MHC HC)	integral to lumenal side of endoplasmic reticulum membrane	Reactome DB_ID: 983117	Protein273	
Protein231	Class I MHC heavy chain (MHC HC)	integral to lumenal side of endoplasmic reticulum membrane	Reactome DB_ID: 983117	Protein274	
Protein231	Class I MHC heavy chain (MHC HC)	integral to lumenal side of endoplasmic reticulum membrane	Reactome DB_ID: 983117	Protein275	
Protein231	Class I MHC heavy chain (MHC HC)	integral to lumenal side of endoplasmic reticulum membrane	Reactome DB_ID: 983117	Protein276	
Protein231	Class I MHC heavy chain (MHC HC)	integral to lumenal side of endoplasmic reticulum membrane	Reactome DB_ID: 983117	Protein277	
Protein231	Class I MHC heavy chain (MHC HC)	integral to lumenal side of endoplasmic reticulum membrane	Reactome DB_ID: 983117	Protein278	
Protein231	Class I MHC heavy chain (MHC HC)	integral to lumenal side of endoplasmic reticulum membrane	Reactome DB_ID: 983117	Protein279	
Protein231	Class I MHC heavy chain (MHC HC)	integral to lumenal side of endoplasmic reticulum membrane	Reactome DB_ID: 983117	Protein280	
Protein231	Class I MHC heavy chain (MHC HC)	integral to lumenal side of endoplasmic reticulum membrane	Reactome DB_ID: 983117	Protein281	
Protein231	Class I MHC heavy chain (MHC HC)	integral to lumenal side of endoplasmic reticulum membrane	Reactome DB_ID: 983117	Protein282	
Protein231	Class I MHC heavy chain (MHC HC)	integral to lumenal side of endoplasmic reticulum membrane	Reactome DB_ID: 983117	Protein283	
Protein231	Class I MHC heavy chain (MHC HC)	integral to lumenal side of endoplasmic reticulum membrane	Reactome DB_ID: 983117	Protein284	
Protein231	Class I MHC heavy chain (MHC HC)	integral to lumenal side of endoplasmic reticulum membrane	Reactome DB_ID: 983117	Protein285	
Protein231	Class I MHC heavy chain (MHC HC)	integral to lumenal side of endoplasmic reticulum membrane	Reactome DB_ID: 983117	Protein286	
Protein231	Class I MHC heavy chain (MHC HC)	integral to lumenal side of endoplasmic reticulum membrane	Reactome DB_ID: 983117	Protein287	
Protein231	Class I MHC heavy chain (MHC HC)	integral to lumenal side of endoplasmic reticulum membrane	Reactome DB_ID: 983117	Protein288	
Protein231	Class I MHC heavy chain (MHC HC)	integral to lumenal side of endoplasmic reticulum membrane	Reactome DB_ID: 983117	Protein289	
Protein231	Class I MHC heavy chain (MHC HC)	integral to lumenal side of endoplasmic reticulum membrane	Reactome DB_ID: 983117	Protein290	
Protein231	Class I MHC heavy chain (MHC HC)	integral to lumenal side of endoplasmic reticulum membrane	Reactome DB_ID: 983117	Protein291	
Protein231	Class I MHC heavy chain (MHC HC)	integral to lumenal side of endoplasmic reticulum membrane	Reactome DB_ID: 983117	Protein292	
Protein231	Class I MHC heavy chain (MHC HC)	integral to lumenal side of endoplasmic reticulum membrane	Reactome DB_ID: 983117	Protein293	
Protein231	Class I MHC heavy chain (MHC HC)	integral to lumenal side of endoplasmic reticulum membrane	Reactome DB_ID: 983117	Protein294	
Protein231	Class I MHC heavy chain (MHC HC)	integral to lumenal side of endoplasmic reticulum membrane	Reactome DB_ID: 983117	Protein295	
Protein231	Class I MHC heavy chain (MHC HC)	integral to lumenal side of endoplasmic reticulum membrane	Reactome DB_ID: 983117	Protein296	
Protein231	Class I MHC heavy chain (MHC HC)	integral to lumenal side of endoplasmic reticulum membrane	Reactome DB_ID: 983117	Protein297	
Protein231	Class I MHC heavy chain (MHC HC)	integral to lumenal side of endoplasmic reticulum membrane	Reactome DB_ID: 983117	Protein298	
Protein231	Class I MHC heavy chain (MHC HC)	integral to lumenal side of endoplasmic reticulum membrane	Reactome DB_ID: 983117	Protein299	
Protein231	Class I MHC heavy chain (MHC HC)	integral to lumenal side of endoplasmic reticulum membrane	Reactome DB_ID: 983117	Protein300	
Protein231	Class I MHC heavy chain (MHC HC)	integral to lumenal side of endoplasmic reticulum membrane	Reactome DB_ID: 983117	Protein301	
Protein231	Class I MHC heavy chain (MHC HC)	integral to lumenal side of endoplasmic reticulum membrane	Reactome DB_ID: 983117	Protein302	
Protein231	Class I MHC heavy chain (MHC HC)	integral to lumenal side of endoplasmic reticulum membrane	Reactome DB_ID: 983117	Protein303	
Protein304	Chaperones calnexin/BiP	integral to lumenal side of endoplasmic reticulum membrane	Reactome DB_ID: 983129	Protein305	
Protein304	Chaperones calnexin/BiP	integral to lumenal side of endoplasmic reticulum membrane	Reactome DB_ID: 983129	Protein306	
Protein313	ERAP1/2	endoplasmic reticulum lumen	Reactome DB_ID: 983125	Protein314	
Protein313	ERAP1/2	endoplasmic reticulum lumen	Reactome DB_ID: 983125	Protein315	
Protein318	Sec24	endoplasmic reticulum membrane	Reactome DB_ID: 203974	Protein319	
Protein318	Sec24	endoplasmic reticulum membrane	Reactome DB_ID: 203974	Protein320	
Protein318	Sec24	endoplasmic reticulum membrane	Reactome DB_ID: 203974	Protein321	
Protein318	Sec24	endoplasmic reticulum membrane	Reactome DB_ID: 203974	Protein322	
Protein327	Sec24	ER to Golgi transport vesicle membrane	Reactome DB_ID: 204017	Protein328	
Protein327	Sec24	ER to Golgi transport vesicle membrane	Reactome DB_ID: 204017	Protein329	
Protein327	Sec24	ER to Golgi transport vesicle membrane	Reactome DB_ID: 204017	Protein330	
Protein327	Sec24	ER to Golgi transport vesicle membrane	Reactome DB_ID: 204017	Protein331	
Protein335	Class I MHC heavy chain (MHC HC)	ER to Golgi transport vesicle membrane	Reactome DB_ID: 983408	Protein336	
Protein335	Class I MHC heavy chain (MHC HC)	ER to Golgi transport vesicle membrane	Reactome DB_ID: 983408	Protein337	
Protein335	Class I MHC heavy chain (MHC HC)	ER to Golgi transport vesicle membrane	Reactome DB_ID: 983408	Protein338	
Protein335	Class I MHC heavy chain (MHC HC)	ER to Golgi transport vesicle membrane	Reactome DB_ID: 983408	Protein339	
Protein335	Class I MHC heavy chain (MHC HC)	ER to Golgi transport vesicle membrane	Reactome DB_ID: 983408	Protein340	
Protein335	Class I MHC heavy chain (MHC HC)	ER to Golgi transport vesicle membrane	Reactome DB_ID: 983408	Protein341	
Protein335	Class I MHC heavy chain (MHC HC)	ER to Golgi transport vesicle membrane	Reactome DB_ID: 983408	Protein342	
Protein335	Class I MHC heavy chain (MHC HC)	ER to Golgi transport vesicle membrane	Reactome DB_ID: 983408	Protein343	
Protein335	Class I MHC heavy chain (MHC HC)	ER to Golgi transport vesicle membrane	Reactome DB_ID: 983408	Protein344	
Protein335	Class I MHC heavy chain (MHC HC)	ER to Golgi transport vesicle membrane	Reactome DB_ID: 983408	Protein345	
Protein335	Class I MHC heavy chain (MHC HC)	ER to Golgi transport vesicle membrane	Reactome DB_ID: 983408	Protein346	
Protein335	Class I MHC heavy chain (MHC HC)	ER to Golgi transport vesicle membrane	Reactome DB_ID: 983408	Protein347	
Protein335	Class I MHC heavy chain (MHC HC)	ER to Golgi transport vesicle membrane	Reactome DB_ID: 983408	Protein348	
Protein335	Class I MHC heavy chain (MHC HC)	ER to Golgi transport vesicle membrane	Reactome DB_ID: 983408	Protein349	
Protein335	Class I MHC heavy chain (MHC HC)	ER to Golgi transport vesicle membrane	Reactome DB_ID: 983408	Protein350	
Protein335	Class I MHC heavy chain (MHC HC)	ER to Golgi transport vesicle membrane	Reactome DB_ID: 983408	Protein351	
Protein335	Class I MHC heavy chain (MHC HC)	ER to Golgi transport vesicle membrane	Reactome DB_ID: 983408	Protein352	
Protein335	Class I MHC heavy chain (MHC HC)	ER to Golgi transport vesicle membrane	Reactome DB_ID: 983408	Protein353	
Protein335	Class I MHC heavy chain (MHC HC)	ER to Golgi transport vesicle membrane	Reactome DB_ID: 983408	Protein354	
Protein335	Class I MHC heavy chain (MHC HC)	ER to Golgi transport vesicle membrane	Reactome DB_ID: 983408	Protein355	
Protein335	Class I MHC heavy chain (MHC HC)	ER to Golgi transport vesicle membrane	Reactome DB_ID: 983408	Protein356	
Protein335	Class I MHC heavy chain (MHC HC)	ER to Golgi transport vesicle membrane	Reactome DB_ID: 983408	Protein357	
Protein335	Class I MHC heavy chain (MHC HC)	ER to Golgi transport vesicle membrane	Reactome DB_ID: 983408	Protein358	
Protein335	Class I MHC heavy chain (MHC HC)	ER to Golgi transport vesicle membrane	Reactome DB_ID: 983408	Protein359	
Protein335	Class I MHC heavy chain (MHC HC)	ER to Golgi transport vesicle membrane	Reactome DB_ID: 983408	Protein360	
Protein335	Class I MHC heavy chain (MHC HC)	ER to Golgi transport vesicle membrane	Reactome DB_ID: 983408	Protein361	
Protein335	Class I MHC heavy chain (MHC HC)	ER to Golgi transport vesicle membrane	Reactome DB_ID: 983408	Protein362	
Protein335	Class I MHC heavy chain (MHC HC)	ER to Golgi transport vesicle membrane	Reactome DB_ID: 983408	Protein363	
Protein335	Class I MHC heavy chain (MHC HC)	ER to Golgi transport vesicle membrane	Reactome DB_ID: 983408	Protein364	
Protein335	Class I MHC heavy chain (MHC HC)	ER to Golgi transport vesicle membrane	Reactome DB_ID: 983408	Protein365	
Protein335	Class I MHC heavy chain (MHC HC)	ER to Golgi transport vesicle membrane	Reactome DB_ID: 983408	Protein366	
Protein335	Class I MHC heavy chain (MHC HC)	ER to Golgi transport vesicle membrane	Reactome DB_ID: 983408	Protein367	
Protein335	Class I MHC heavy chain (MHC HC)	ER to Golgi transport vesicle membrane	Reactome DB_ID: 983408	Protein368	
Protein335	Class I MHC heavy chain (MHC HC)	ER to Golgi transport vesicle membrane	Reactome DB_ID: 983408	Protein369	
Protein335	Class I MHC heavy chain (MHC HC)	ER to Golgi transport vesicle membrane	Reactome DB_ID: 983408	Protein370	
Protein335	Class I MHC heavy chain (MHC HC)	ER to Golgi transport vesicle membrane	Reactome DB_ID: 983408	Protein371	
Protein335	Class I MHC heavy chain (MHC HC)	ER to Golgi transport vesicle membrane	Reactome DB_ID: 983408	Protein372	
Protein335	Class I MHC heavy chain (MHC HC)	ER to Golgi transport vesicle membrane	Reactome DB_ID: 983408	Protein373	
Protein335	Class I MHC heavy chain (MHC HC)	ER to Golgi transport vesicle membrane	Reactome DB_ID: 983408	Protein374	
Protein335	Class I MHC heavy chain (MHC HC)	ER to Golgi transport vesicle membrane	Reactome DB_ID: 983408	Protein375	
Protein335	Class I MHC heavy chain (MHC HC)	ER to Golgi transport vesicle membrane	Reactome DB_ID: 983408	Protein376	
Protein335	Class I MHC heavy chain (MHC HC)	ER to Golgi transport vesicle membrane	Reactome DB_ID: 983408	Protein377	
Protein335	Class I MHC heavy chain (MHC HC)	ER to Golgi transport vesicle membrane	Reactome DB_ID: 983408	Protein378	
Protein335	Class I MHC heavy chain (MHC HC)	ER to Golgi transport vesicle membrane	Reactome DB_ID: 983408	Protein379	
Protein335	Class I MHC heavy chain (MHC HC)	ER to Golgi transport vesicle membrane	Reactome DB_ID: 983408	Protein380	
Protein335	Class I MHC heavy chain (MHC HC)	ER to Golgi transport vesicle membrane	Reactome DB_ID: 983408	Protein381	
Protein335	Class I MHC heavy chain (MHC HC)	ER to Golgi transport vesicle membrane	Reactome DB_ID: 983408	Protein382	
Protein335	Class I MHC heavy chain (MHC HC)	ER to Golgi transport vesicle membrane	Reactome DB_ID: 983408	Protein383	
Protein335	Class I MHC heavy chain (MHC HC)	ER to Golgi transport vesicle membrane	Reactome DB_ID: 983408	Protein384	
Protein335	Class I MHC heavy chain (MHC HC)	ER to Golgi transport vesicle membrane	Reactome DB_ID: 983408	Protein385	
Protein335	Class I MHC heavy chain (MHC HC)	ER to Golgi transport vesicle membrane	Reactome DB_ID: 983408	Protein386	
Protein335	Class I MHC heavy chain (MHC HC)	ER to Golgi transport vesicle membrane	Reactome DB_ID: 983408	Protein387	
Protein335	Class I MHC heavy chain (MHC HC)	ER to Golgi transport vesicle membrane	Reactome DB_ID: 983408	Protein388	
Protein335	Class I MHC heavy chain (MHC HC)	ER to Golgi transport vesicle membrane	Reactome DB_ID: 983408	Protein389	
Protein335	Class I MHC heavy chain (MHC HC)	ER to Golgi transport vesicle membrane	Reactome DB_ID: 983408	Protein390	
Protein335	Class I MHC heavy chain (MHC HC)	ER to Golgi transport vesicle membrane	Reactome DB_ID: 983408	Protein391	
Protein335	Class I MHC heavy chain (MHC HC)	ER to Golgi transport vesicle membrane	Reactome DB_ID: 983408	Protein392	
Protein335	Class I MHC heavy chain (MHC HC)	ER to Golgi transport vesicle membrane	Reactome DB_ID: 983408	Protein393	
Protein335	Class I MHC heavy chain (MHC HC)	ER to Golgi transport vesicle membrane	Reactome DB_ID: 983408	Protein394	
Protein335	Class I MHC heavy chain (MHC HC)	ER to Golgi transport vesicle membrane	Reactome DB_ID: 983408	Protein395	
Protein335	Class I MHC heavy chain (MHC HC)	ER to Golgi transport vesicle membrane	Reactome DB_ID: 983408	Protein396	
Protein335	Class I MHC heavy chain (MHC HC)	ER to Golgi transport vesicle membrane	Reactome DB_ID: 983408	Protein397	
Protein335	Class I MHC heavy chain (MHC HC)	ER to Golgi transport vesicle membrane	Reactome DB_ID: 983408	Protein398	
Protein335	Class I MHC heavy chain (MHC HC)	ER to Golgi transport vesicle membrane	Reactome DB_ID: 983408	Protein399	
Protein335	Class I MHC heavy chain (MHC HC)	ER to Golgi transport vesicle membrane	Reactome DB_ID: 983408	Protein400	
Protein335	Class I MHC heavy chain (MHC HC)	ER to Golgi transport vesicle membrane	Reactome DB_ID: 983408	Protein401	
Protein335	Class I MHC heavy chain (MHC HC)	ER to Golgi transport vesicle membrane	Reactome DB_ID: 983408	Protein402	
Protein335	Class I MHC heavy chain (MHC HC)	ER to Golgi transport vesicle membrane	Reactome DB_ID: 983408	Protein403	
Protein335	Class I MHC heavy chain (MHC HC)	ER to Golgi transport vesicle membrane	Reactome DB_ID: 983408	Protein404	
Protein335	Class I MHC heavy chain (MHC HC)	ER to Golgi transport vesicle membrane	Reactome DB_ID: 983408	Protein405	
Protein335	Class I MHC heavy chain (MHC HC)	ER to Golgi transport vesicle membrane	Reactome DB_ID: 983408	Protein406	
Protein335	Class I MHC heavy chain (MHC HC)	ER to Golgi transport vesicle membrane	Reactome DB_ID: 983408	Protein407	
Protein410	Sec24	cytosol	Reactome DB_ID: 203991	Protein411	
Protein410	Sec24	cytosol	Reactome DB_ID: 203991	Protein412	
Protein410	Sec24	cytosol	Reactome DB_ID: 203991	Protein413	
Protein410	Sec24	cytosol	Reactome DB_ID: 203991	Protein414	
Protein418	Class I MHC heavy chain (MHC HC)	Golgi membrane	Reactome DB_ID: 983410	Protein419	
Protein418	Class I MHC heavy chain (MHC HC)	Golgi membrane	Reactome DB_ID: 983410	Protein420	
Protein418	Class I MHC heavy chain (MHC HC)	Golgi membrane	Reactome DB_ID: 983410	Protein421	
Protein418	Class I MHC heavy chain (MHC HC)	Golgi membrane	Reactome DB_ID: 983410	Protein422	
Protein418	Class I MHC heavy chain (MHC HC)	Golgi membrane	Reactome DB_ID: 983410	Protein423	
Protein418	Class I MHC heavy chain (MHC HC)	Golgi membrane	Reactome DB_ID: 983410	Protein424	
Protein418	Class I MHC heavy chain (MHC HC)	Golgi membrane	Reactome DB_ID: 983410	Protein425	
Protein418	Class I MHC heavy chain (MHC HC)	Golgi membrane	Reactome DB_ID: 983410	Protein426	
Protein418	Class I MHC heavy chain (MHC HC)	Golgi membrane	Reactome DB_ID: 983410	Protein427	
Protein418	Class I MHC heavy chain (MHC HC)	Golgi membrane	Reactome DB_ID: 983410	Protein428	
Protein418	Class I MHC heavy chain (MHC HC)	Golgi membrane	Reactome DB_ID: 983410	Protein429	
Protein418	Class I MHC heavy chain (MHC HC)	Golgi membrane	Reactome DB_ID: 983410	Protein430	
Protein418	Class I MHC heavy chain (MHC HC)	Golgi membrane	Reactome DB_ID: 983410	Protein431	
Protein418	Class I MHC heavy chain (MHC HC)	Golgi membrane	Reactome DB_ID: 983410	Protein432	
Protein418	Class I MHC heavy chain (MHC HC)	Golgi membrane	Reactome DB_ID: 983410	Protein433	
Protein418	Class I MHC heavy chain (MHC HC)	Golgi membrane	Reactome DB_ID: 983410	Protein434	
Protein418	Class I MHC heavy chain (MHC HC)	Golgi membrane	Reactome DB_ID: 983410	Protein435	
Protein418	Class I MHC heavy chain (MHC HC)	Golgi membrane	Reactome DB_ID: 983410	Protein436	
Protein418	Class I MHC heavy chain (MHC HC)	Golgi membrane	Reactome DB_ID: 983410	Protein437	
Protein418	Class I MHC heavy chain (MHC HC)	Golgi membrane	Reactome DB_ID: 983410	Protein438	
Protein418	Class I MHC heavy chain (MHC HC)	Golgi membrane	Reactome DB_ID: 983410	Protein439	
Protein418	Class I MHC heavy chain (MHC HC)	Golgi membrane	Reactome DB_ID: 983410	Protein440	
Protein418	Class I MHC heavy chain (MHC HC)	Golgi membrane	Reactome DB_ID: 983410	Protein441	
Protein418	Class I MHC heavy chain (MHC HC)	Golgi membrane	Reactome DB_ID: 983410	Protein442	
Protein418	Class I MHC heavy chain (MHC HC)	Golgi membrane	Reactome DB_ID: 983410	Protein443	
Protein418	Class I MHC heavy chain (MHC HC)	Golgi membrane	Reactome DB_ID: 983410	Protein444	
Protein418	Class I MHC heavy chain (MHC HC)	Golgi membrane	Reactome DB_ID: 983410	Protein445	
Protein418	Class I MHC heavy chain (MHC HC)	Golgi membrane	Reactome DB_ID: 983410	Protein446	
Protein418	Class I MHC heavy chain (MHC HC)	Golgi membrane	Reactome DB_ID: 983410	Protein447	
Protein418	Class I MHC heavy chain (MHC HC)	Golgi membrane	Reactome DB_ID: 983410	Protein448	
Protein418	Class I MHC heavy chain (MHC HC)	Golgi membrane	Reactome DB_ID: 983410	Protein449	
Protein418	Class I MHC heavy chain (MHC HC)	Golgi membrane	Reactome DB_ID: 983410	Protein450	
Protein418	Class I MHC heavy chain (MHC HC)	Golgi membrane	Reactome DB_ID: 983410	Protein451	
Protein418	Class I MHC heavy chain (MHC HC)	Golgi membrane	Reactome DB_ID: 983410	Protein452	
Protein418	Class I MHC heavy chain (MHC HC)	Golgi membrane	Reactome DB_ID: 983410	Protein453	
Protein418	Class I MHC heavy chain (MHC HC)	Golgi membrane	Reactome DB_ID: 983410	Protein454	
Protein418	Class I MHC heavy chain (MHC HC)	Golgi membrane	Reactome DB_ID: 983410	Protein455	
Protein418	Class I MHC heavy chain (MHC HC)	Golgi membrane	Reactome DB_ID: 983410	Protein456	
Protein418	Class I MHC heavy chain (MHC HC)	Golgi membrane	Reactome DB_ID: 983410	Protein457	
Protein418	Class I MHC heavy chain (MHC HC)	Golgi membrane	Reactome DB_ID: 983410	Protein458	
Protein418	Class I MHC heavy chain (MHC HC)	Golgi membrane	Reactome DB_ID: 983410	Protein459	
Protein418	Class I MHC heavy chain (MHC HC)	Golgi membrane	Reactome DB_ID: 983410	Protein460	
Protein418	Class I MHC heavy chain (MHC HC)	Golgi membrane	Reactome DB_ID: 983410	Protein461	
Protein418	Class I MHC heavy chain (MHC HC)	Golgi membrane	Reactome DB_ID: 983410	Protein462	
Protein418	Class I MHC heavy chain (MHC HC)	Golgi membrane	Reactome DB_ID: 983410	Protein463	
Protein418	Class I MHC heavy chain (MHC HC)	Golgi membrane	Reactome DB_ID: 983410	Protein464	
Protein418	Class I MHC heavy chain (MHC HC)	Golgi membrane	Reactome DB_ID: 983410	Protein465	
Protein418	Class I MHC heavy chain (MHC HC)	Golgi membrane	Reactome DB_ID: 983410	Protein466	
Protein418	Class I MHC heavy chain (MHC HC)	Golgi membrane	Reactome DB_ID: 983410	Protein467	
Protein418	Class I MHC heavy chain (MHC HC)	Golgi membrane	Reactome DB_ID: 983410	Protein468	
Protein418	Class I MHC heavy chain (MHC HC)	Golgi membrane	Reactome DB_ID: 983410	Protein469	
Protein418	Class I MHC heavy chain (MHC HC)	Golgi membrane	Reactome DB_ID: 983410	Protein470	
Protein418	Class I MHC heavy chain (MHC HC)	Golgi membrane	Reactome DB_ID: 983410	Protein471	
Protein418	Class I MHC heavy chain (MHC HC)	Golgi membrane	Reactome DB_ID: 983410	Protein472	
Protein418	Class I MHC heavy chain (MHC HC)	Golgi membrane	Reactome DB_ID: 983410	Protein473	
Protein418	Class I MHC heavy chain (MHC HC)	Golgi membrane	Reactome DB_ID: 983410	Protein474	
Protein418	Class I MHC heavy chain (MHC HC)	Golgi membrane	Reactome DB_ID: 983410	Protein475	
Protein418	Class I MHC heavy chain (MHC HC)	Golgi membrane	Reactome DB_ID: 983410	Protein476	
Protein418	Class I MHC heavy chain (MHC HC)	Golgi membrane	Reactome DB_ID: 983410	Protein477	
Protein418	Class I MHC heavy chain (MHC HC)	Golgi membrane	Reactome DB_ID: 983410	Protein478	
Protein418	Class I MHC heavy chain (MHC HC)	Golgi membrane	Reactome DB_ID: 983410	Protein479	
Protein418	Class I MHC heavy chain (MHC HC)	Golgi membrane	Reactome DB_ID: 983410	Protein480	
Protein418	Class I MHC heavy chain (MHC HC)	Golgi membrane	Reactome DB_ID: 983410	Protein481	
Protein418	Class I MHC heavy chain (MHC HC)	Golgi membrane	Reactome DB_ID: 983410	Protein482	
Protein418	Class I MHC heavy chain (MHC HC)	Golgi membrane	Reactome DB_ID: 983410	Protein483	
Protein418	Class I MHC heavy chain (MHC HC)	Golgi membrane	Reactome DB_ID: 983410	Protein484	
Protein418	Class I MHC heavy chain (MHC HC)	Golgi membrane	Reactome DB_ID: 983410	Protein485	
Protein418	Class I MHC heavy chain (MHC HC)	Golgi membrane	Reactome DB_ID: 983410	Protein486	
Protein418	Class I MHC heavy chain (MHC HC)	Golgi membrane	Reactome DB_ID: 983410	Protein487	
Protein418	Class I MHC heavy chain (MHC HC)	Golgi membrane	Reactome DB_ID: 983410	Protein488	
Protein418	Class I MHC heavy chain (MHC HC)	Golgi membrane	Reactome DB_ID: 983410	Protein489	
Protein418	Class I MHC heavy chain (MHC HC)	Golgi membrane	Reactome DB_ID: 983410	Protein490	
Protein491	MHC Class I	plasma membrane	Reactome DB_ID: 198889	Protein492	
Protein491	MHC Class I	plasma membrane	Reactome DB_ID: 198889	Protein493	
Protein491	MHC Class I	plasma membrane	Reactome DB_ID: 198889	Protein494	
Protein491	MHC Class I	plasma membrane	Reactome DB_ID: 198889	Protein495	
Protein491	MHC Class I	plasma membrane	Reactome DB_ID: 198889	Protein496	
Protein491	MHC Class I	plasma membrane	Reactome DB_ID: 198889	Protein497	
Protein491	MHC Class I	plasma membrane	Reactome DB_ID: 198889	Protein498	
Protein491	MHC Class I	plasma membrane	Reactome DB_ID: 198889	Protein499	
Protein491	MHC Class I	plasma membrane	Reactome DB_ID: 198889	Protein500	
Protein491	MHC Class I	plasma membrane	Reactome DB_ID: 198889	Protein501	
Protein491	MHC Class I	plasma membrane	Reactome DB_ID: 198889	Protein502	
Protein491	MHC Class I	plasma membrane	Reactome DB_ID: 198889	Protein503	
Protein491	MHC Class I	plasma membrane	Reactome DB_ID: 198889	Protein504	
Protein491	MHC Class I	plasma membrane	Reactome DB_ID: 198889	Protein505	
Protein491	MHC Class I	plasma membrane	Reactome DB_ID: 198889	Protein506	
