PathwayStep22	PathwayStep23	
PathwayStep23	PathwayStep24	
PathwayStep24	PathwayStep33	
PathwayStep24	PathwayStep35	
PathwayStep24	PathwayStep30	
PathwayStep24	PathwayStep25	
PathwayStep24	PathwayStep29	
PathwayStep24	PathwayStep26	
PathwayStep24	PathwayStep34	
PathwayStep26	PathwayStep27	
PathwayStep27	PathwayStep28	
PathwayStep3	PathwayStep4	
PathwayStep39	PathwayStep43	
PathwayStep39	PathwayStep41	
PathwayStep39	PathwayStep40	
PathwayStep39	PathwayStep42	
