PathwayStep1	PathwayStep2	
PathwayStep2	PathwayStep3	
PathwayStep3	PathwayStep4	
PathwayStep3	PathwayStep12	
PathwayStep3	PathwayStep14	
PathwayStep3	PathwayStep8	
PathwayStep3	PathwayStep13	
PathwayStep3	PathwayStep9	
PathwayStep3	PathwayStep5	
PathwayStep5	PathwayStep6	
PathwayStep6	PathwayStep7	
